172.98.89.142 - - "2023-03-13 00:44:46" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5 (.NET CLR 3.5.30729)"
192.155.81.72 bot - "2023-03-13 01:36:26" https://arj.af/index.php/arj/index 200 "Go-http-client/1.1"
104.219.248.236 bot - "2023-03-13 01:38:31" https://arj.af/index.php/arj/index 200 "Go-http-client/1.1"
173.249.56.171 - - "2023-03-13 02:16:46" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.3319.102 Safari/537.36"
45.138.16.206 - - "2023-03-13 03:14:28" https://arj.af/index.php/arj/index 200 "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36"
66.249.77.83 bot - "2023-03-13 03:19:03" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.77.79 bot - "2023-03-13 03:19:14" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.77.79 bot - "2023-03-13 03:19:15" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
202.134.191.26 - - "2023-03-13 04:25:23" https://arj.af/index.php/arj/article/view/45 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36"
64.124.8.22 - - "2023-03-13 05:38:00" https://arj.af/index.php/arj/article/download/40/23/83 200 "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
162.215.248.247 bot - "2023-03-13 05:41:34" https://arj.af/index.php/arj/index 200 "Go-http-client/1.1"
198.54.114.109 bot - "2023-03-13 05:43:23" https://arj.af/index.php/arj/index 200 "Go-http-client/1.1"
