159.223.55.155 - - "2023-02-15 00:04:26" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
66.249.75.19 bot - "2023-02-15 00:18:49" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
20.222.1.158 bot - "2023-02-15 02:04:34" https://arj.af/index.php/arj/index 200 "Python/3.11 aiohttp/3.8.3"
66.249.75.23 bot - "2023-02-15 02:52:56" https://arj.af/index.php/arj/article/view/6 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.78 bot - "2023-02-15 03:05:55" https://arj.af/index.php/arj/article/view/40 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.76 bot - "2023-02-15 03:12:37" https://arj.af/index.php/arj/article/download/7/5/19 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.76 bot - "2023-02-15 03:22:58" https://arj.af/index.php/arj/article/view/56 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.25 bot - "2023-02-15 03:28:09" https://arj.af/index.php/arj/article/download/5/3/20 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.74 bot - "2023-02-15 03:39:19" https://arj.af/index.php/arj/article/view/25 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.74 bot - "2023-02-15 03:39:29" https://arj.af/index.php/arj/article/download/10/11/50 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.74 bot - "2023-02-15 03:55:55" https://arj.af/index.php/arj/article/view/59 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.23 bot - "2023-02-15 03:58:53" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.76 bot - "2023-02-15 04:00:55" https://arj.af/index.php/arj/article/download/45/25/94 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.74 bot - "2023-02-15 04:05:19" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
91.235.233.171 - - "2023-02-15 04:17:08" https://arj.af/index.php/arj/article/download/45/25/94 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68"
66.249.75.74 bot - "2023-02-15 04:18:19" https://arj.af/index.php/arj/article/view/30 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.24 bot - "2023-02-15 04:18:27" https://arj.af/index.php/arj/article/download/30/20/68 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.76 bot - "2023-02-15 04:19:50" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.23 bot - "2023-02-15 04:22:00" https://arj.af/index.php/arj/article/view/25 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.24 bot - "2023-02-15 04:24:24" https://arj.af/index.php/arj/article/download/40/23/83 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.78 bot - "2023-02-15 04:28:59" https://arj.af/index.php/arj/article/view/30 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.23 bot - "2023-02-15 04:31:22" https://arj.af/index.php/arj/article/view/42 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.74 bot - "2023-02-15 04:34:03" https://arj.af/index.php/arj/article/download/25/16/56 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
193.235.141.146 - - "2023-02-15 08:26:26" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
66.249.75.78 bot - "2023-02-15 08:52:19" https://arj.af/index.php/arj/article/download/25/16/56 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.76 bot - "2023-02-15 09:18:28" https://arj.af/index.php/arj/article/download/59/28/144 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.76 bot - "2023-02-15 09:31:36" https://arj.af/index.php/arj/article/download/25/16/56 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.76 bot - "2023-02-15 09:45:00" https://arj.af/index.php/arj/article/download/30/20/68 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.24 bot - "2023-02-15 09:52:31" https://arj.af/index.php/arj/article/download/13/13/53 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
64.124.8.29 - - "2023-02-15 09:59:28" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
66.249.75.24 bot - "2023-02-15 10:03:07" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.76 bot - "2023-02-15 10:06:27" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.76 bot - "2023-02-15 10:10:42" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
95.128.74.222 - - "2023-02-15 10:58:45" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:56.0) Gecko/20100101 Firefox/56.0"
64.124.8.30 - - "2023-02-15 11:14:42" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
64.124.8.32 - - "2023-02-15 12:29:19" https://arj.af/index.php/arj/issue/view/5 200 "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
8.142.158.234 - - "2023-02-15 12:59:30" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (linux; u; android 9; zh-cn; v1816a build/pkq1.180819.001) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/57"
185.29.11.22 - - "2023-02-15 13:48:51" https://arj.af/index.php/arj/article/view/40 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0"
87.250.224.234 bot - "2023-02-15 14:42:52" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
95.108.213.175 bot - "2023-02-15 14:42:52" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
93.159.230.89 - - "2023-02-15 14:51:02" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
64.124.8.28 - - "2023-02-15 14:52:49" https://arj.af/index.php/arj/article/download/9/12/66 200 "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.79 Safari/537.36"
66.249.75.78 bot - "2023-02-15 15:11:35" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.25 bot - "2023-02-15 15:36:54" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.78 bot - "2023-02-15 15:55:53" https://arj.af/index.php/arj/article/view/45 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
103.244.179.247 - - "2023-02-15 15:57:09" https://arj.af/index.php/arj/article/download/13/13/53 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.41"
