163.172.71.97 bot - "2022-12-10 00:20:03" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
140.237.242.30 - - "2022-12-10 01:38:52" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
66.249.75.23 bot - "2022-12-10 02:29:33" https://arj.af/index.php/arj/article/view/38 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.78 bot - "2022-12-10 02:44:56" https://arj.af/index.php/arj/article/view/40 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.25 bot - "2022-12-10 02:45:41" https://arj.af/index.php/arj/article/download/4/2/21 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.24 bot - "2022-12-10 02:46:27" https://arj.af/index.php/arj/article/download/14/21/69 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.25 bot - "2022-12-10 03:09:28" https://arj.af/index.php/arj/article/view/45 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.78 bot - "2022-12-10 03:11:55" https://arj.af/index.php/arj/article/download/40/23/83 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.24 bot - "2022-12-10 03:12:34" https://arj.af/index.php/arj/article/view/14 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.93 bot - "2022-12-10 03:18:11" https://arj.af/index.php/arj/article/view/45 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.24 bot - "2022-12-10 03:27:59" https://arj.af/index.php/arj/article/view/25 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.80 bot - "2022-12-10 03:33:04" https://arj.af/index.php/arj/article/download/25/17/56 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.93 bot - "2022-12-10 03:44:16" https://arj.af/index.php/arj/article/download/42/24/90 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.78 bot - "2022-12-10 03:44:47" https://arj.af/index.php/arj/article/view/42 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.92 bot - "2022-12-10 03:48:39" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.80 bot - "2022-12-10 03:48:47" https://arj.af/index.php/arj/article/download/13/13/53 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.25 bot - "2022-12-10 03:50:47" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.80 bot - "2022-12-10 03:54:27" https://arj.af/index.php/arj/article/download/10/11/50 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.78 bot - "2022-12-10 03:54:36" https://arj.af/index.php/arj/article/download/6/8/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.78 bot - "2022-12-10 03:59:19" https://arj.af/index.php/arj/article/download/47/26/98 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.91 bot - "2022-12-10 04:02:41" https://arj.af/index.php/arj/article/download/47/26/98 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.91 bot - "2022-12-10 04:04:18" https://arj.af/index.php/arj/article/download/45/25/94 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.24 bot - "2022-12-10 04:04:45" https://arj.af/index.php/arj/article/download/45/25/94 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.80 bot - "2022-12-10 04:09:30" https://arj.af/index.php/arj/article/download/6/8/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.75.80 bot - "2022-12-10 04:11:34" https://arj.af/index.php/arj/article/download/47/26/98 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
163.172.74.29 bot - "2022-12-10 05:06:37" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
134.122.23.224 - - "2022-12-10 05:15:28" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
23.231.37.228 - - "2022-12-10 06:59:56" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 YaBrowser/22.7.0 Yowser/2.5 Safari/537.36"
180.94.69.66 - - "2022-12-10 07:44:24" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
66.249.75.92 bot - "2022-12-10 08:02:46" https://arj.af/index.php/arj/article/download/47/26/98 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.5304.115 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.75.80 bot - "2022-12-10 08:22:20" https://arj.af/index.php/arj/article/download/9/12/66 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.204.225.31 - - "2022-12-10 08:33:07" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
49.204.225.31 - - "2022-12-10 08:35:29" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
49.204.225.31 - - "2022-12-10 08:35:36" https://arj.af/index.php/arj/issue/view/5 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
49.204.225.31 - - "2022-12-10 08:35:53" https://arj.af/index.php/arj/article/download/45/25/94 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
