31.13.127.11 bot - "2024-04-12 00:50:08" https://arj.af/index.php/arj/article/view/30 200 "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
159.138.98.152 - - "2024-04-12 01:32:43" https://arj.af/index.php/arj/article/view/55 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
66.249.69.140 bot - "2024-04-12 01:41:31" https://arj.af/index.php/arj/issue/view/3 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
101.44.250.19 - - "2024-04-12 01:48:31" https://arj.af/index.php/arj/article/download/3/10/28 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
101.44.251.10 - - "2024-04-12 01:48:39" https://arj.af/index.php/arj/article/view/40 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
95.25.152.96 - - "2024-04-12 02:39:03" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
95.25.152.96 - - "2024-04-12 02:39:04" https://arj.af/index.php/arj/index 200 "Opera/9.80 (Windows NT 5.1; U; MRA 6.0 (build 5970); ru) Presto/2.7.62 Version/11.00"
101.44.250.39 - - "2024-04-12 02:43:46" https://arj.af/index.php/arj/article/view/30 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
66.249.77.198 bot - "2024-04-12 03:07:50" https://arj.af/index.php/arj/article/view/14 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.140 bot - "2024-04-12 03:07:58" https://arj.af/index.php/arj/article/download/3/10/28 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
124.243.138.123 - - "2024-04-12 03:22:51" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
66.249.77.198 bot - "2024-04-12 04:04:06" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
119.97.153.194 - - "2024-04-12 04:13:08" https://arj.af/index.php/arj/article/download/45/25/94 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
123.187.240.242 - - "2024-04-12 04:18:34" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
165.225.124.163 - - "2024-04-12 04:30:19" https://arj.af/index.php/arj/issue/view/5 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
165.225.124.163 - - "2024-04-12 04:30:39" https://arj.af/index.php/arj/issue/view/5 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
165.225.124.163 - - "2024-04-12 04:31:08" https://arj.af/index.php/arj/issue/view/5 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
66.249.69.140 bot - "2024-04-12 05:01:34" https://arj.af/index.php/arj/article/view/3 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
94.74.86.81 - - "2024-04-12 05:08:15" https://arj.af/index.php/arj/article/view/58 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
66.249.69.140 bot - "2024-04-12 05:30:14" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
110.244.219.24 - - "2024-04-12 06:41:39" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
117.223.41.177 - - "2024-04-12 06:42:35" https://arj.af/index.php/arj/index 200 "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
196.240.143.198 - - "2024-04-12 07:15:42" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0"
40.77.167.22 bot - "2024-04-12 08:10:06" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
94.177.246.20 bot - "2024-04-12 08:16:42" https://arj.af/index.php/arj/index 200 ""
52.167.144.212 bot - "2024-04-12 09:03:41" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
103.169.34.159 - - "2024-04-12 09:13:49" https://arj.af/index.php/arj/article/view/10 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0"
158.69.25.39 - - "2024-04-12 09:23:36" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Edg/118.0.2088.46"
18.237.240.127 - - "2024-04-12 09:31:04" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
66.249.69.141 bot - "2024-04-12 10:05:26" https://arj.af/index.php/arj/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.69.140 bot - "2024-04-12 10:30:43" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.77.198 bot - "2024-04-12 11:04:36" https://arj.af/index.php/arj/issue/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
91.92.246.111 bot - "2024-04-12 11:49:29" https://arj.af/index.php/arj/index 200 ""
91.92.246.111 bot - "2024-04-12 11:49:31" https://arj.af/index.php/arj/index 200 ""
91.92.246.111 bot - "2024-04-12 11:49:32" https://arj.af/index.php/arj/index 200 ""
91.92.246.111 bot - "2024-04-12 11:49:33" https://arj.af/index.php/arj/index 200 ""
91.92.246.111 bot - "2024-04-12 11:49:33" https://arj.af/index.php/arj/index 200 ""
91.92.246.111 bot - "2024-04-12 11:49:34" https://arj.af/index.php/arj/index 200 ""
91.92.246.111 bot - "2024-04-12 11:49:35" https://arj.af/index.php/arj/index 200 ""
91.92.246.111 bot - "2024-04-12 11:49:36" https://arj.af/index.php/arj/index 200 ""
91.92.246.111 bot - "2024-04-12 11:49:36" https://arj.af/index.php/arj/index 200 ""
91.92.246.111 bot - "2024-04-12 11:49:37" https://arj.af/index.php/arj/index 200 ""
91.92.246.111 bot - "2024-04-12 11:49:38" https://arj.af/index.php/arj/index 200 ""
91.92.246.111 bot - "2024-04-12 11:49:38" https://arj.af/index.php/arj/index 200 ""
91.92.246.111 bot - "2024-04-12 11:49:39" https://arj.af/index.php/arj/index 200 ""
216.24.213.138 - - "2024-04-12 12:26:13" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5 (.NET CLR 3.5.30729)"
13.79.134.206 bot - "2024-04-12 12:27:02" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:06" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:07" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:08" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:09" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:10" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:10" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:11" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:12" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:13" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:14" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:15" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:15" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:16" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:17" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:18" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:19" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:19" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:20" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:21" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:22" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:23" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:24" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:25" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:26" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:26" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:27" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:28" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:29" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:30" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:30" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:31" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:32" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:33" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:33" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:35" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:36" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:37" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:38" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:39" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:40" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:41" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:42" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:43" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:43" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:44" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:45" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:46" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:46" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:47" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:48" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:49" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:49" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:50" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:51" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:52" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:52" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:53" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:54" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:55" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:55" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:56" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:57" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:57" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:58" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:27:59" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:00" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:01" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:02" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:03" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:04" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:05" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:05" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:06" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:07" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:09" https://arj.af/index.php/arj/index 200 ""
207.46.13.14 bot - "2024-04-12 12:28:09" https://arj.af/index.php/arj/index 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
13.79.134.206 bot - "2024-04-12 12:28:10" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:11" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:12" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:13" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:13" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:14" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:15" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:16" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:17" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:18" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:18" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:19" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:20" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:20" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:21" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:22" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:23" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:24" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:25" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:25" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:26" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:27" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:28" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:29" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:29" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:30" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:31" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:32" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:32" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:33" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:34" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:35" https://arj.af/index.php/arj/index 200 ""
13.79.134.206 bot - "2024-04-12 12:28:35" https://arj.af/index.php/arj/index 200 ""
